1,40,0,5172,209,57,67,218,247,30
2,1373,0,4422,0,132,180,192,222,237
1,2675,0,14070,146,102,204,255,255,255
1,2,0,3567,153,0,0,223,223,223
1,532,0,8556,0,132,180,255,255,255
1,15,0,79069,0,132,180,192,222,237
1,1355,0,2688,0,132,180,192,222,237
1,6726,0,10966,47,194,239,24,26,30
2,2047,0,42310,59,148,217,255,255,255
1,240,0,2555,0,132,180,192,222,237
2,17833,0,14938,148,212,135,192,222,237
1,3745,0,15339,255,0,102,135,188,68
1,3656,0,3989,0,132,180,192,222,237
2,14358,0,100221,0,132,180,192,222,237
2,26,0,33884,0,132,180,192,222,237
1,408,0,530,0,132,180,192,222,237
1,10264,0,18537,0,255,213,255,255,255
2,15,0,13764,0,132,180,192,222,237
2,5696,0,144688,0,132,180,255,255,255
2,1105,0,60166,245,12,218,255,255,255
2,297,0,1002,0,132,180,192,222,237
1,2786,0,57187,250,116,62,155,155,163
1,7978,0,29748,245,171,181,255,255,255
1,170,0,320,0,132,180,192,222,237
2,103,0,25773,221,46,68,255,255,255
1,970,0,52668,0,132,180,192,222,237
1,0,0,20355,0,132,180,192,222,237
2,466,0,506940,0,132,180,192,222,237
1,177,0,559,0,132,180,192,222,237
1,290,0,38676,40,214,205,10,10,10
1,22766,0,17671,0,132,180,192,222,237
1,2626,0,13195,0,132,180,192,222,237
2,1,1,514175,59,148,217,255,255,255
2,12384,0,47707,0,132,180,192,222,237
2,141,0,37,0,132,180,192,222,237
2,4766,0,26875,255,0,0,242,225,149
2,5689,0,19010,0,132,180,255,255,255
2,20,0,7002,0,132,180,192,222,237
1,675,0,3980,31,152,199,198,226,238
1,5959,0,24752,0,132,180,192,222,237
1,3,0,38337,0,132,180,192,222,237
1,1663,0,213360,180,11,68,255,255,255
2,796,0,3940,0,132,180,192,222,237
2,252,0,1042,0,132,180,192,222,237
2,4512,0,3871,0,132,180,192,222,237
2,499,0,20542,0,0,255,255,255,255
2,1739,0,52657,42,189,64,13,1,6
2,17,0,1153937,34,204,0,255,248,173
2,13,0,602,0,132,180,168,199,247
2,6029,0,6161,159,121,44,255,255,255
2,765,0,2905,0,132,180,192,222,237
1,90747,0,35514,0,153,185,94,212,220
1,593,0,78428,255,0,0,255,255,255
1,168,0,15666,180,11,67,204,51,102
2,8973,0,40976,0,153,204,255,255,255
1,2,0,97246,0,132,180,192,222,237
1,591,0,469,0,132,180,192,222,237
2,4264,0,47063,0,132,180,192,222,237
1,183,0,3703,0,132,180,192,222,237
2,16736,0,9664,245,171,181,255,255,255
2,228,0,3370,0,132,180,192,222,237
1,66,0,950858,157,88,46,217,177,126
2,913,0,4523,246,128,32,255,255,255
1,27049,0,16683,6,0,179,192,222,237
2,234,0,1333,0,132,180,192,222,237
2,436,0,7004,180,11,67,255,255,255
2,1332,0,6810,0,132,180,192,222,237
2,27,0,580,0,132,180,255,255,255
2,426,0,41532,0,132,180,255,255,255
2,797,0,31196,0,132,180,255,255,255
2,97,0,142,0,132,180,192,222,237
1,900,0,2396,0,132,180,192,222,237
1,89999,0,118905,0,153,204,255,255,255
1,5736,0,22423,0,132,180,192,222,237
2,1322,0,69032,47,194,239,24,26,30
1,1959,0,7963,255,0,0,101,176,218
2,53,0,74219,0,132,180,192,222,237
2,1114,0,76375,0,132,180,192,222,237
1,7528,0,50304,221,46,68,255,255,255
2,7325,0,16782,245,171,181,192,222,237
1,3312,0,9422,0,132,180,255,255,255
1,1096,0,6267,137,201,250,255,255,255
1,8574,0,32144,0,132,180,192,222,237
1,86,0,81,0,132,180,192,222,237
1,1973,0,16656,0,132,180,189,220,173
2,448,0,1309,0,132,180,192,222,237
2,7499,0,7665,0,132,180,192,222,237
1,2871,0,23148,0,132,180,192,222,237
1,995,0,8144,31,152,199,255,255,255
1,3703,0,9126,0,132,180,255,255,255
1,6339,0,25108,137,201,250,255,255,255
1,5270,0,24450,0,132,180,192,222,237
1,792,0,6814,0,132,180,192,222,237
1,1044,0,1167,0,132,180,192,222,237
2,1256,0,5074,173,147,69,192,222,237
2,2366,0,496,0,132,180,192,222,237
1,1060,0,83961,245,171,181,168,199,247
1,2076,0,60010,255,0,0,255,255,255
1,154,0,12920,0,132,180,168,199,247
2,0,0,98738,94,65,47,240,168,48
2,12838,0,9084,17,69,97,192,222,237
2,1176,0,73883,0,153,185,94,212,220
2,1135,0,2176,0,132,180,192,222,237
2,1302,0,6346,0,132,180,255,255,255
1,634,0,257,0,132,180,192,222,237
1,430,5,7420,232,213,206,255,255,255
1,215,0,2882,171,184,194,189,220,173
1,14763,0,19915,74,145,60,255,255,255
1,117,0,4462,133,17,133,24,26,30
1,475,0,275,0,132,180,192,222,237
2,69619,0,148233,0,132,180,192,222,237
1,509,0,5731,0,132,180,192,222,237
1,15720,0,25729,171,184,194,255,255,255
1,6231,0,11149,0,132,180,192,222,237
2,4728,0,41765,0,132,180,192,222,237
2,4329,0,44009,0,132,180,192,222,237
1,357,0,2832,221,46,68,192,222,237
2,3,0,254,0,179,179,192,222,237
1,3181,0,25008,48,48,48,255,255,255
1,7795,0,20153,237,23,237,255,255,255
1,21107,0,6604,0,132,180,192,222,237
1,6345,0,1487,255,0,0,242,225,149
1,2554,0,22659,250,117,15,168,199,247
2,37062,0,188450,114,20,168,255,255,255
2,4878,0,11261,221,46,68,192,222,237
1,111,0,1448,0,132,180,192,222,237
2,1704,0,288,0,132,180,192,222,237
1,62,0,44222,0,132,180,192,222,237
2,174,0,267,0,132,180,192,222,237
2,116,0,3782,59,148,217,24,26,30
1,26,0,203,0,132,180,192,222,237
2,0,0,112200,0,132,180,192,222,237
2,2378,0,4375,0,132,180,192,222,237
1,1706,0,4742,0,132,180,192,222,237
1,2857,0,5549,0,132,180,192,222,237
2,18407,0,32471,146,102,204,255,255,255
2,13831,0,28772,19,21,22,168,199,247
