1,7118,0,47680,126,18,138,133,51,133,female
1,2,0,4744,0,132,180,192,222,237,female
1,3375,0,12802,146,102,204,192,222,237,female
1,1,0,37415,0,132,180,192,222,237,female
1,9671,0,15480,216,35,171,255,255,255,female
1,3861,1,9252,74,145,60,255,255,255,female
1,2802,0,24527,11,42,194,255,255,255,female
1,173,0,54603,234,90,106,255,255,255,female
1,4227,0,2946,0,132,180,192,222,237,female
1,55,0,37268,122,176,41,255,255,255,female
1,158,0,347,0,132,180,192,222,237,female
1,1086,0,4461,188,132,163,255,255,255,female
1,528,0,8138,0,132,180,192,222,237,female
1,748,0,4697,0,132,180,192,222,237,female
1,3919,0,6867,139,0,0,192,222,237,female
1,0,0,50884,0,132,180,192,222,237,female
1,6981,0,3713,221,46,68,24,26,30,female
1,1125,0,36214,196,8,193,255,255,255,female
1,0,0,3029,0,132,180,192,222,237,female
1,3467,0,13506,0,132,180,255,255,255,female
1,3273,0,64941,214,185,218,255,255,255,female
1,9,0,598,0,132,180,192,222,237,female
1,228,0,710,0,132,180,192,222,237,female
1,2519,0,9017,208,43,85,130,157,94,female
1,45,0,2064,153,62,189,255,255,255,female
1,17604,0,15047,0,132,180,192,222,237,female
1,800,0,595,0,132,180,192,222,237,female
1,1,0,10849,157,88,46,217,177,126,female
1,14,0,72701,0,132,180,192,222,237,female
1,4773,0,313990,0,153,185,255,255,255,female
1,569,0,1100,0,132,180,192,222,237,female
1,207,0,369,237,47,237,24,26,30,female
1,35222,0,51442,237,99,216,255,255,255,female
1,4871,0,21729,137,201,250,255,255,255,female
1,113,0,4437,0,132,180,192,222,237,female
1,284,0,71422,139,146,148,247,242,244,female
1,17534,0,24709,118,158,207,105,105,105,female
1,2737,0,934,0,132,180,192,222,237,female
1,1318,0,53682,245,171,181,255,255,255,female
1,858,0,1691,0,132,180,192,222,237,female
1,1,0,237,0,132,180,192,222,237,female
1,460,0,522,0,132,180,192,222,237,female
1,704,0,11372,44,207,166,130,157,94,female
1,851,0,5507,0,132,180,192,222,237,female
1,91286,0,31291,0,132,180,192,222,237,female
1,0,0,143,0,132,180,192,222,237,female
1,2005,0,2568,255,51,0,134,164,166,female
1,674,0,5675,59,148,217,255,255,255,female
1,1904,0,1509,0,132,180,192,222,237,female
1,0,0,213371,0,132,180,192,222,237,female
1,29039,0,64450,245,171,181,255,255,255,female
1,7742,0,5255,250,116,62,255,255,255,female
1,26,0,288,0,132,180,192,222,237,female
1,5454,0,13452,212,30,191,101,176,218,female
1,67,0,954,208,43,85,130,157,94,female
1,46710,0,79119,171,184,194,255,255,255,female
1,799,0,12273,0,132,180,192,222,237,female
1,197,0,32295,204,51,102,255,255,255,female
1,31114,0,18885,0,132,180,192,222,237,female
1,1211,0,2188,221,46,68,14,71,102,female
1,13706,0,29365,146,102,204,255,255,255,female
1,5987,0,17882,250,116,62,134,164,166,female
1,4740,0,5826,0,132,180,192,222,237,female
