60,40,0,5172,209,57,67,218,247,30
24,1373,0,4422,0,132,180,192,222,237
60,2675,0,14070,146,102,204,255,255,255
66,2,0,3567,153,0,0,223,223,223
46,532,0,8556,0,132,180,255,255,255
63,15,0,79069,0,132,180,192,222,237
56,1355,0,2688,0,132,180,192,222,237
81,6726,0,10966,47,194,239,24,26,30
38,2047,0,42310,59,148,217,255,255,255
77,240,0,2555,0,132,180,192,222,237
45,17833,0,14938,148,212,135,192,222,237
65,3745,0,15339,255,0,102,135,188,68
71,3656,0,3989,0,132,180,192,222,237
45,14358,0,100221,0,132,180,192,222,237
21,26,0,33884,0,132,180,192,222,237
53,408,0,530,0,132,180,192,222,237
60,10264,0,18537,0,255,213,255,255,255
39,15,0,13764,0,132,180,192,222,237
37,5696,0,144688,0,132,180,255,255,255
44,1105,0,60166,245,12,218,255,255,255
46,297,0,1002,0,132,180,192,222,237
76,2786,0,57187,250,116,62,155,155,163
63,7978,0,29748,245,171,181,255,255,255
61,170,0,320,0,132,180,192,222,237
32,103,0,25773,221,46,68,255,255,255
61,970,0,52668,0,132,180,192,222,237
77,0,0,20355,0,132,180,192,222,237
31,466,0,506940,0,132,180,192,222,237
74,177,0,559,0,132,180,192,222,237
48,290,0,38676,40,214,205,10,10,10
48,22766,0,17671,0,132,180,192,222,237
72,2626,0,13195,0,132,180,192,222,237
50,1,1,514175,59,148,217,255,255,255
16,12384,0,47707,0,132,180,192,222,237
31,141,0,37,0,132,180,192,222,237
53,4766,0,26875,255,0,0,242,225,149
50,5689,0,19010,0,132,180,255,255,255
48,20,0,7002,0,132,180,192,222,237
62,675,0,3980,31,152,199,198,226,238
66,5959,0,24752,0,132,180,192,222,237
64,3,0,38337,0,132,180,192,222,237
57,1663,0,213360,180,11,68,255,255,255
33,796,0,3940,0,132,180,192,222,237
37,252,0,1042,0,132,180,192,222,237
30,4512,0,3871,0,132,180,192,222,237
36,499,0,20542,0,0,255,255,255,255
50,1739,0,52657,42,189,64,13,1,6
53,17,0,1153937,34,204,0,255,248,173
44,13,0,602,0,132,180,168,199,247
26,6029,0,6161,159,121,44,255,255,255
33,765,0,2905,0,132,180,192,222,237
55,90747,0,35514,0,153,185,94,212,220
58,593,0,78428,255,0,0,255,255,255
72,168,0,15666,180,11,67,204,51,102
18,8973,0,40976,0,153,204,255,255,255
63,2,0,97246,0,132,180,192,222,237
58,591,0,469,0,132,180,192,222,237
37,4264,0,47063,0,132,180,192,222,237
57,183,0,3703,0,132,180,192,222,237
47,16736,0,9664,245,171,181,255,255,255
24,228,0,3370,0,132,180,192,222,237
80,66,0,950858,157,88,46,217,177,126
52,913,0,4523,246,128,32,255,255,255
53,27049,0,16683,6,0,179,192,222,237
45,234,0,1333,0,132,180,192,222,237
36,436,0,7004,180,11,67,255,255,255
42,1332,0,6810,0,132,180,192,222,237
47,27,0,580,0,132,180,255,255,255
20,426,0,41532,0,132,180,255,255,255
43,797,0,31196,0,132,180,255,255,255
34,97,0,142,0,132,180,192,222,237
66,900,0,2396,0,132,180,192,222,237
54,89999,0,118905,0,153,204,255,255,255
72,5736,0,22423,0,132,180,192,222,237
36,1322,0,69032,47,194,239,24,26,30
75,1959,0,7963,255,0,0,101,176,218
41,53,0,74219,0,132,180,192,222,237
37,1114,0,76375,0,132,180,192,222,237
52,7528,0,50304,221,46,68,255,255,255
37,7325,0,16782,245,171,181,192,222,237
51,3312,0,9422,0,132,180,255,255,255
75,1096,0,6267,137,201,250,255,255,255
63,8574,0,32144,0,132,180,192,222,237
57,86,0,81,0,132,180,192,222,237
55,1973,0,16656,0,132,180,189,220,173
34,448,0,1309,0,132,180,192,222,237
26,7499,0,7665,0,132,180,192,222,237
49,2871,0,23148,0,132,180,192,222,237
50,995,0,8144,31,152,199,255,255,255
72,3703,0,9126,0,132,180,255,255,255
78,6339,0,25108,137,201,250,255,255,255
60,5270,0,24450,0,132,180,192,222,237
58,792,0,6814,0,132,180,192,222,237
62,1044,0,1167,0,132,180,192,222,237
26,1256,0,5074,173,147,69,192,222,237
44,2366,0,496,0,132,180,192,222,237
56,1060,0,83961,245,171,181,168,199,247
66,2076,0,60010,255,0,0,255,255,255
73,154,0,12920,0,132,180,168,199,247
29,0,0,98738,94,65,47,240,168,48
40,12838,0,9084,17,69,97,192,222,237
34,1176,0,73883,0,153,185,94,212,220
34,1135,0,2176,0,132,180,192,222,237
23,1302,0,6346,0,132,180,255,255,255
71,634,0,257,0,132,180,192,222,237
62,430,5,7420,232,213,206,255,255,255
48,215,0,2882,171,184,194,189,220,173
75,14763,0,19915,74,145,60,255,255,255
54,117,0,4462,133,17,133,24,26,30
51,475,0,275,0,132,180,192,222,237
40,69619,0,148233,0,132,180,192,222,237
58,509,0,5731,0,132,180,192,222,237
72,15720,0,25729,171,184,194,255,255,255
85,6231,0,11149,0,132,180,192,222,237
48,4728,0,41765,0,132,180,192,222,237
33,4329,0,44009,0,132,180,192,222,237
58,357,0,2832,221,46,68,192,222,237
46,3,0,254,0,179,179,192,222,237
57,3181,0,25008,48,48,48,255,255,255
85,7795,0,20153,237,23,237,255,255,255
82,21107,0,6604,0,132,180,192,222,237
58,6345,0,1487,255,0,0,242,225,149
46,2554,0,22659,250,117,15,168,199,247
41,37062,0,188450,114,20,168,255,255,255
29,4878,0,11261,221,46,68,192,222,237
70,111,0,1448,0,132,180,192,222,237
39,1704,0,288,0,132,180,192,222,237
66,62,0,44222,0,132,180,192,222,237
43,174,0,267,0,132,180,192,222,237
22,116,0,3782,59,148,217,24,26,30
57,26,0,203,0,132,180,192,222,237
45,0,0,112200,0,132,180,192,222,237
44,2378,0,4375,0,132,180,192,222,237
62,1706,0,4742,0,132,180,192,222,237
57,2857,0,5549,0,132,180,192,222,237
28,18407,0,32471,146,102,204,255,255,255
43,13831,0,28772,19,21,22,168,199,247
41,128,0,9253,0,132,180,168,199,247
56,652,0,984,0,132,180,192,222,237
29,640,0,3596,0,132,180,192,222,237
59,8225,0,5675,0,132,180,255,255,255
57,4174,1,8271,0,132,180,192,222,237
34,37,0,621,47,194,239,24,26,30
52,1225,0,14753,245,171,181,255,255,255
55,0,0,72683,0,132,180,192,222,237
26,6494,0,10272,247,192,54,255,255,255
41,2,0,10389,0,132,180,192,222,237
57,73,0,10635,204,51,102,219,233,237
79,3013,0,12264,0,132,180,192,222,237
39,2183,0,682,0,132,180,192,222,237
65,3969,0,6949,0,132,180,192,222,237
44,116,0,1365,0,132,180,192,222,237
44,57,0,14655,171,184,194,154,23,235
53,132,0,7522,31,28,191,192,222,237
50,162,0,133,0,132,180,192,222,237
41,0,0,80489,0,132,180,192,222,237
54,14,0,326,0,132,180,192,222,237
32,31056,0,143748,204,51,102,255,255,255
56,1725,0,840,0,132,180,192,222,237
37,576,0,38919,171,184,194,181,181,181
36,10057,0,17081,0,153,204,255,248,173
73,511,0,67,0,132,180,192,222,237
54,7166,0,5083,163,184,0,255,255,255
67,462,0,18294,0,132,180,255,255,255
59,63503,0,25322,26,27,31,255,255,255
49,711,0,11937,0,132,180,192,222,237
67,611,0,6365,0,132,180,192,222,237
53,4204,0,4417,100,150,173,168,199,247
58,11414,0,50993,47,194,239,255,255,255
83,45,0,31,0,132,180,192,222,237
29,301,0,443,173,112,17,49,105,50
68,11211,0,12202,0,132,180,192,222,237
32,22,0,356,0,132,180,192,222,237
42,4,0,100,0,132,180,192,222,237
53,101,0,3228,255,0,0,255,255,255
40,12270,0,7713,222,115,22,255,255,255
69,1080,0,23703,0,153,185,94,212,220
75,15,0,478,0,132,180,192,222,237
37,5280,0,36065,0,132,180,192,222,237
65,21246,0,29459,146,102,204,255,255,255
53,3,0,26,204,51,102,219,233,237
46,2590,0,229639,0,132,180,255,255,255
55,17408,0,143899,0,122,179,168,199,247
40,353,0,5364,0,153,185,94,212,220
36,18112,0,87404,99,23,212,255,255,255
55,0,0,99741,0,132,180,192,222,237
54,10027,0,41615,221,46,68,255,255,255
65,2229,0,654,0,132,180,192,222,237
69,5597,0,16154,0,132,180,192,222,237
17,688,0,142230,74,145,60,242,121,8
67,0,0,884,0,132,180,192,222,237
61,691,0,11346,0,132,180,192,222,237
66,3088,0,14902,87,182,200,255,255,255
42,780,0,16926,0,132,180,168,199,247
22,9317,0,26652,0,132,180,192,222,237
24,333,0,609,0,132,180,192,222,237
27,207,0,225635,47,194,239,24,26,30
40,22,0,3381,176,7,3,62,4,5
43,93,0,4255,125,116,118,255,255,255
74,6022,0,13438,0,132,180,192,222,237
79,10356,0,16404,221,46,68,255,255,255
39,169,0,928,0,132,180,255,255,255
30,706,0,39526,102,77,171,255,255,255
23,7600,0,12952,0,132,180,192,222,237
61,2457,0,18065,1,13,2,255,255,255
70,1364,0,6151,0,132,180,255,255,255
26,279,0,1485,0,132,180,192,222,237
71,11355,1,4267,0,132,180,192,222,237
35,854,0,313475,0,132,180,189,220,173
28,578,0,370,0,132,180,192,222,237
49,1851,0,9651,0,132,180,189,220,173
74,1322,0,4965,255,85,170,255,255,255
35,8,0,8319,0,179,170,192,222,237
67,921,0,988,0,132,180,192,222,237
58,8,0,228,0,132,180,192,222,237
68,8,0,584,0,132,180,192,222,237
48,4895,0,14618,0,132,180,192,222,237
82,0,0,8647,0,132,180,192,222,237
55,3713,0,8937,0,132,180,192,222,237
46,27771,0,69717,0,132,180,192,222,237
20,194,0,108241,4,26,133,255,255,255
39,3674,0,877,0,132,180,192,222,237
37,0,0,18049,0,153,204,255,248,173
65,76,0,242,153,0,0,223,223,223
37,3578,0,27267,180,11,67,255,255,255
59,20,0,629650,0,132,180,192,222,237
37,15691,0,50036,97,24,64,255,255,255
72,50,0,26419,0,132,180,192,222,237
71,19,0,1412,146,102,204,207,76,40
42,0,0,1372,0,132,180,192,222,237
26,0,0,573,0,132,180,192,222,237
52,7074,0,11351,0,132,180,192,222,237
56,4168,0,10379,0,132,180,192,222,237
50,7539,0,26491,0,132,180,192,222,237
71,111,0,60431,0,0,255,255,255,255
61,121,0,1154,208,43,85,130,157,94
